ip,360风险值,国家,省/州,城市,区/县,乡镇,纬度,经度,AS号,是否IDC,是否代理,代理类型,最近代理时间,用户类型,最近7天平均终端数,最近解析域名,最近解析域名时间,服务提供商,是否有恶意行为,最近恶意行为时间,是否botnet,botnet家族,最近botnet时间,是否brute_force,最近brute_force时间,是否ddos,最近ddos时间,ddos主/被动,ddos置信度,是否scanner,最近scanner时间,scanner置信度,是否spam,最近spam时间,是否有恶意行为
114.239.173.0,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-06,true,DSL4,2018-02-15,false,,true,2018-01-08,active,40%,false,,,true,2018-04-06,1
60.189.63.96,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,taiztltz.gnway.cc,2017-10-08,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-09,true,Virut,2018-01-09,false,,true,2017-10-19,active,40%,false,,,false,,1
60.189.53.173,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,tzjsmp.gnway.cc,2016-11-08,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-27,true,Artemis,2018-01-27,false,,true,2018-01-22,passive,80%,false,,,false,,1
114.226.65.189,1,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-04,true,BigWolf,2018-01-04,false,,true,2017-09-14,passive,80%,false,,,false,,1
60.215.22.54,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-02-23,false,,,false,,true,2016-02-23,active,40%,false,,,false,,1
114.103.223.198,0,中国,安徽,宣城,,,30.945667,118.757995,AS4134,false,false,,,境内家庭,1~20,mhyy9.f3322.net,2017-05-29,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-10-13,false,,,false,,true,2017-10-13,passive,80%,false,,,false,,1
49.71.30.143,2,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-14,false,,,false,,true,2018-04-13,passive,80%,true,2017-03-23,80%,true,2018-04-14,1
58.52.152.0,,中国,湖北,咸宁,,,29.832798,114.328963,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
113.128.128.221,3,中国,山东,济南,,,36.675807,117.000923,AS4134,false,false,,,境内家庭,1~20,jnwxl.meibu.com,2018-03-10,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,true,MinerdPool,2018-02-24,false,,true,2017-11-01,active,40%,false,,,true,2018-04-17,1
114.230.22.136,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-12-23,false,,,false,,true,2015-12-23,active,40%,false,,,false,,1
114.235.26.191,3,中国,江苏,徐州,,,34.261792,117.184811,AS4134,false,false,,,境内家庭,1~20,xzrjsm.gnway.cc,2017-07-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-14,true,DSL4,2018-03-21,false,,true,2018-02-09,active,40%,false,,,true,2018-04-14,1
114.218.14.202,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-09-20,true,"Morto,ELKNOT",2017-09-04,false,,true,2017-09-20,active,40%,false,,,false,,1
112.245.149.221,0,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2015-11-20,false,,,false,,true,2015-11-20,active,40%,false,,,false,,1
114.230.42.158,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
106.113.239.57,3,中国,河北,石家庄,,,38.045474,114.502461,AS4134,true,false,,,境内IDC,1~20,hurbra.3322.org,2018-01-30,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-05,true,DSL4,2017-12-31,false,,true,2018-01-02,active,40%,false,,,true,2018-02-05,1
114.230.229.225,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-10-12,false,,,false,,true,2016-10-12,active,40%,false,,,false,,1
112.252.97.225,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,bzlcwlkj.vicp.net,2014-09-27,CHINA UNICOM China169 Backbone,true,2017-04-07,true,Trojan,2017-04-07,false,,true,2017-03-25,passive,80%,false,,,false,,1
112.252.0.0,,中国,山东,滨州,,,37.383542,118.016974,AS4837,,,,,,,,,CHINA UNICOM China169 Backbone,,,,,,,,,,,,,,,,,0
91.234.138.126,0,乌克兰,乌克兰,,,,48.382881,31.173441,AS3,false,false,,,境外家庭,,seed.bitcoinstats.com,2015-01-20,Massachusetts Institute of Technology,true,2015-11-28,false,,,false,,false,,,,false,,,true,2015-11-28,1
112.45.63.119,0,中国,四川,巴中,,,31.858809,106.753669,AS9808,false,false,,,境内家庭,1~20,,,Guangdong Mobile Communication Co.Ltd.,false,,false,,,false,,false,,,,false,,,false,,0
114.239.173.136,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-07,true,Farfli,2018-03-07,false,,true,2016-02-23,active,40%,true,2018-03-07,80%,true,2018-04-07,1
114.226.65.204,2,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,owww.vicp.net,2016-03-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-31,true,"BigWolf,DSL4,Virut",2017-12-31,false,,true,2016-08-11,passive,40%,false,,,true,2017-12-01,1
60.189.63.150,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,cnzcwj.vicp.net,2016-04-30,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-10,true,"DSL4,Artemis",2018-01-15,false,,true,2018-04-10,active,40%,false,,,false,,1
60.189.53.220,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-14,true,DSL4,2018-01-14,false,,true,2017-11-20,passive,40%,false,,,false,,1
49.71.30.145,1,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-16,false,,,false,,true,2015-12-13,active,40%,false,,,true,2018-04-16,1
114.104.4.0,,中国,安徽,六安,,,31.752889,116.507676,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
58.52.152.9,1,中国,湖北,咸宁,,,29.832798,114.328963,AS4134,false,false,,,境内家庭,1~20,mail127.dreams1.vip,2017-07-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-05,true,"Darkshell,DSL4",2017-09-18,false,,true,2016-05-22,active,40%,false,,,true,2018-04-05,1
60.215.22.60,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,zhongheyinzuo.oicp.net,2016-06-07,CHINA UNICOM China169 Backbone,true,2018-01-25,true,TheOthers,2017-08-24,false,,true,2018-01-25,passive,40%,false,,,false,,1
113.128.128.231,3,中国,山东,济南,,,36.675807,117.000923,AS4134,false,false,,,境内家庭,1~20,jnzh999.gnway.cc,2017-05-15,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-07,true,MinerdPool,2018-01-09,false,,true,2018-03-06,active,40%,false,,,true,2018-04-07,1
114.230.22.137,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-02-24,false,,,false,,true,2017-02-24,active,40%,false,,,false,,1
114.235.26.229,3,中国,江苏,徐州,鼓楼区,,34.261792,117.184811,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-16,true,Avzhan,2018-03-12,false,,true,2017-12-29,active,40%,false,,,true,2018-04-16,1
114.218.17.26,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,weisheng008.dahuaddns.com,2016-09-12,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-05,true,Virut,2017-06-02,false,,true,2018-02-05,active,40%,false,,,false,,1
112.245.149.225,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2017-09-18,true,"Nitol,Trojan,Darkshell,Farfli,DSL4",2017-04-25,false,,true,2016-02-04,active,40%,false,,,true,2017-09-18,1
106.113.239.139,3,中国,河北,石家庄,,,38.045474,114.502461,AS4134,false,false,,,境内家庭,1~20,lnjj.gnway.cc,2017-08-17,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-22,true,MinerdPool,2018-02-12,false,,true,2017-12-03,active,40%,false,,,true,2018-02-22,1
112.252.98.15,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-09-18,false,,,false,,true,2017-09-07,passive,80%,false,,,true,2017-09-18,1
112.49.96.121,0,中国,福建,福州,,,26.075302,119.306239,AS9808,false,false,,,境内企业,21~100,,,Guangdong Mobile Communication Co.Ltd.,false,,false,,,false,,false,,,,false,,,false,,0
114.230.42.160,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-03-03,false,,,false,,true,2016-02-01,active,40%,true,2017-03-03,80%,false,,1
112.252.24.10,2,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,bzjiacheng.gnway.cc,2014-12-10,CHINA UNICOM China169 Backbone,true,2018-02-15,true,MinerdPool,2018-02-15,false,,true,2018-02-06,active,40%,false,,,false,,1
114.230.229.252,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-02-02,false,,,false,,true,2016-02-02,active,40%,false,,,false,,1
92.86.214.2,1,罗马尼亚,罗马尼亚,,,,46.542511,24.55344,AS9050,false,false,,,境外家庭,1~20,,,Telekom Romania Communication S.A,true,2018-03-27,false,,,false,,false,,,,true,2017-10-14,80%,true,2018-03-27,1
60.189.54.15,1,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,tzsd2015.gnway.org,2016-08-28,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-01,true,Virut,2017-09-25,false,,true,2017-12-01,passive,80%,true,2016-08-22,80%,false,,1
114.239.199.71,2,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-29,false,,,false,,true,2018-03-15,active,40%,false,,,true,2018-03-29,1
114.226.65.213,3,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-09,true,MinerdPool,2018-02-09,false,,true,2018-03-17,active,40%,false,,,true,2018-04-09,1
60.189.203.127,0,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,kisenjiaguan.oicp.net,2017-02-14,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-07-05,true,PirateGames,2017-07-05,false,,true,2017-05-25,active,40%,false,,,false,,1
114.104.155.49,,中国,安徽,黄山,,,29.709239,118.317325,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
49.71.30.147,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-10-09,true,Huigezi,2017-10-09,false,,true,2016-11-01,active,40%,false,,,false,,1
60.215.22.61,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2017-09-27,false,,,false,,true,2017-09-27,passive,80%,false,,,false,,1
58.52.153.2,2,中国,湖北,咸宁,咸安区,,29.832798,114.328963,AS4134,false,false,,,境内家庭,1~20,hbypxyc.gnway.org,2016-09-22,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-14,true,MinerdPool,2018-01-14,false,,true,2017-07-19,active,40%,false,,,true,2017-10-27,1
113.128.128.240,3,中国,山东,济南,,,36.675807,117.000923,AS4134,true,true,http,2017-05-06,境内IDC,1~20,sdydxx.jios.org,2018-02-15,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-07,true,MinerdPool,2018-03-07,false,,true,2017-07-14,active,40%,false,,,true,2018-04-07,1
114.235.27.105,3,中国,江苏,徐州,,,34.261792,117.184811,AS4134,true,false,,,境内IDC,1~20,hssp2015.ipjl.net,2018-02-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,true,"DSL4,ELKNOT",2018-03-19,false,,true,2018-02-02,active,40%,false,,,true,2018-04-17,1
114.218.17.116,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-12,true,MinerdPool,2018-03-07,false,,true,2016-01-14,active,40%,false,,,true,2018-03-12,1
114.230.22.138,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-09-25,false,,,false,,true,2017-09-25,active,40%,false,,,false,,1
112.245.149.241,0,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-02-24,false,,,false,,true,2016-02-24,active,40%,false,,,false,,1
106.113.239.160,3,中国,河北,石家庄,,,38.045474,114.502461,AS4134,true,false,,,境内IDC,,lnjj.gnway.cc,2017-10-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-09,true,Virut,2018-01-01,false,,true,2018-04-09,passive,40%,true,2016-12-22,80%,true,2018-03-14,1
112.252.98.40,1,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,moao1330.oicp.net,2018-04-16,CHINA UNICOM China169 Backbone,true,2018-02-16,true,"Nitol,Trojan,DSL4,Artemis,Darkshell,Gh0st",2017-05-31,false,,true,2018-02-16,active,40%,true,2017-01-07,80%,false,,1
114.230.230.11,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,monery112.gicp.net,2017-05-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-03-08,false,,,false,,true,2016-03-08,active,40%,false,,,false,,1
114.230.42.161,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
112.82.150.142,1,中国,江苏,常州,,,31.772752,119.946973,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-04-05,true,Mirai,2017-09-07,false,,true,2017-01-04,active,40%,false,,,true,2018-04-05,1
114.239.199.182,2,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-03,true,Farfli,2018-02-11,false,,false,,,,false,,,true,2018-03-03,1
60.189.54.80,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,tzlqhysllsc.ticp.net,2015-12-04,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-13,true,DSL4,2017-12-28,false,,true,2018-04-13,active,40%,false,,,false,,1
92.247.120.251,1,保加利亚,保加利亚,,,,42.731602,25.48312,AS42794,false,false,,,,,,,Ultracom Ltd.,true,2018-03-18,false,,,false,,false,,,,false,,,true,2018-03-18,1
112.252.24.52,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,mail.threebay.hsk.la,2016-01-11,CHINA UNICOM China169 Backbone,true,2017-05-02,true,"Trojan,Artemis,ARTEMIS",2017-05-02,false,,true,2017-02-16,passive,40%,false,,,false,,1
60.189.208.55,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,taitian002.gnway.cc,2017-09-07,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-27,true,"XCodgost,Virut",2017-12-27,false,,true,2017-12-02,passive,80%,false,,,false,,1
114.226.65.220,2,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-08,true,DSL4,2018-01-01,false,,true,2016-02-17,active,40%,false,,,true,2018-03-08,1
112.252.98.53,0,中国,山东,滨州,滨城区,旧镇,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-03-02,false,,,false,,true,2016-03-02,active,40%,false,,,false,,1
114.235.27.223,3,中国,江苏,徐州,,,34.261792,117.184811,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-14,true,DSL4,2018-03-19,false,,true,2018-01-31,active,40%,false,,,true,2018-04-14,1
112.245.149.243,1,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-02-20,true,Gh0st,2017-04-24,false,,true,2018-02-20,active,40%,false,,,false,,1
114.230.42.185,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",false,,false,,,false,,false,,,,false,,,false,,0
112.82.221.175,0,中国,江苏,常州,溧阳市,溧城镇,31.772752,119.946973,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-02-09,false,,,false,,true,2016-02-09,active,40%,false,,,false,,1
60.189.54.90,2,中国,浙江,台州,,,28.661378,121.428599,AS4134,false,false,,,境内家庭,1~20,chk2015.gnway.cc,2016-08-22,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-02,true,XCodgost,2018-03-09,false,,true,2018-04-02,active,40%,false,,,false,,1
93.109.215.110,1,塞浦路斯,塞浦路斯,,,,35.132519,33.435501,AS6866,false,false,,,,,,,Cyprus Telecommunications Authority,true,2018-04-04,false,,,false,,false,,,,false,,,true,2018-04-04,1
112.252.98.63,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,tltianlei.meibu.net,2014-12-25,CHINA UNICOM China169 Backbone,true,2016-12-07,false,,,false,,true,2016-12-07,passive,40%,false,,,false,,1
112.245.150.12,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-02-05,false,,,false,,true,2016-02-05,active,40%,false,,,false,,1
114.235.49.0,1,中国,江苏,徐州,,,34.261792,117.184811,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-24,true,DSL4,2018-01-24,false,,false,,,,false,,,false,,1
114.230.42.200,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-12-20,false,,,false,,true,2015-12-20,active,40%,false,,,false,,1
115.207.234.40,1,中国,浙江,湖州,,,30.867198,120.102398,AS4134,false,false,,,境内家庭,1~20,ytnxk.wt022.com,2016-05-28,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-04,false,,,false,,true,2018-03-04,passive,80%,false,,,false,,1
93.175.29.178,1,俄罗斯,俄罗斯,,,,59.453751,108.830719,AS5467,false,false,,,,,3ka.mipt.ru,2018-04-12,Non state educational institution Educational Scientific and Experimental Center of Moscow In,true,2018-04-17,false,,,false,,false,,,,false,,,true,2018-04-17,1
112.84.212.83,1,中国,江苏,淮安,清江浦区,钵池乡,33.597506,119.021265,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-11-19,true,WannaCry,2017-11-19,false,,true,2016-05-18,passive,40%,false,,,false,,1
114.235.163.0,,中国,江苏,徐州,,,34.261792,117.184811,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
112.252.98.73,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-05-01,false,,,false,,true,2017-05-01,passive,40%,false,,,false,,1
112.245.150.38,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-05-30,true,"DSL4,Trojan,Darkshell,Gh0st,Artemis",2017-05-30,false,,true,2016-06-04,active,40%,false,,,false,,1
115.207.234.178,2,中国,浙江,湖州,,,30.867198,120.102398,AS4134,false,false,,,境内家庭,,smtp.dxtpt.876582.org,2016-12-12,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-15,true,Gh0st,2017-12-31,false,,true,2018-03-15,active,40%,false,,,false,,1
94.74.137.225,1,伊朗,伊朗,,,,32.42065,53.682362,AS44208,false,false,,,,,,,Farahoosh Dena,true,2018-03-16,false,,,false,,false,,,,false,,,true,2018-03-16,1
114.230.42.207,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-11-22,false,,,false,,true,2015-11-22,active,40%,false,,,false,,1
112.85.10.139,1,中国,江苏,连云港,海州区,,34.600018,119.178821,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-02-11,true,Trojan,2018-02-11,false,,true,2015-12-04,active,40%,false,,,false,,1
114.235.221.0,,中国,江苏,徐州,,,34.261792,117.184811,AS4134,,,,,,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",,,,,,,,,,,,,,,,,0
112.245.150.96,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-02-06,false,,,false,,true,2016-02-06,active,40%,false,,,false,,1
112.252.98.80,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-03-02,false,,,false,,true,2016-03-02,active,40%,false,,,false,,1
115.207.234.216,0,中国,浙江,湖州,,,30.867198,120.102398,AS4134,false,false,,,境内家庭,1~20,duxko.wt822.com,2016-07-02,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-03-28,false,,,false,,true,2017-03-28,active,40%,false,,,false,,1
