ip,360风险值,国家,省/州,城市,区/县,乡镇,纬度,经度,AS号,是否IDC,是否代理,代理类型,最近代理时间,用户类型,最近7天平均终端数,最近解析域名,最近解析域名时间,服务提供商,是否有恶意行为,最近恶意行为时间,是否botnet,botnet家族,最近botnet时间,是否brute_force,最近brute_force时间,是否ddos,最近ddos时间,ddos主/被动,ddos置信度,是否scanner,最近scanner时间,scanner置信度,是否spam,最近spam时间,是否有恶意行为
117.68.193.87,3,中国,安徽,合肥,包河区,常青镇,31.86119,117.283042,AS4134,true,true,http,2017-11-10,境内IDC,1~20,hfymdzkjyxgs.gicp.net,2017-11-28,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-27,true,Trojan,2018-01-27,false,,true,2016-03-16,active,40%,false,,,true,2017-11-20,1
121.238.174.56,1,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,true,false,,,境内IDC,1~20,xzyz168.dahuaddns.com,2018-01-31,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-24,false,,,false,,true,2016-12-15,active,40%,false,,,true,2017-11-24,1
117.90.213.78,3,中国,江苏,镇江,,,32.204402,119.452753,AS4134,false,false,,,境内家庭,1~20,gt1611302.seccn.com,2017-08-16,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,true,Aboc,2018-02-11,false,,true,2018-04-09,passive,40%,false,,,true,2018-04-17,1
121.231.168.230,2,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-15,true,Gh0st,2018-01-10,false,,true,2016-12-22,active,40%,false,,,true,2018-03-15,1
122.114.0.0,0,中国,河南,郑州,,,34.757975,113.665412,AS4837,true,false,,,境内IDC,,av64bit2011.v1.bdnsrt.org,2015-10-03,CHINA UNICOM China169 Backbone,true,2017-07-16,false,,,false,,true,2017-07-16,active,40%,false,,,false,,1
121.233.169.41,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-02-15,false,,,false,,true,2016-02-15,active,40%,false,,,false,,1
117.82.89.98,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,9002a99acd8d.dahuaddns.com,2016-08-04,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-07-29,false,,,false,,true,2017-03-15,active,40%,false,,,true,2017-07-29,1
124.161.141.8,0,中国,四川,广元,,,32.433668,105.829757,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,false,,false,,,false,,false,,,,false,,,false,,0
121.226.101.98,2,中国,江苏,南通,崇川区,,32.016212,120.864608,AS4134,true,false,,,境内IDC,1~20,swnrshg.ipjl.net,2018-03-27,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-12,true,Flystudio,2018-02-07,false,,true,2016-07-28,passive,40%,false,,,true,2018-03-12,1
117.68.174.33,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,true,false,,,境内IDC,1~20,hfbgjc1.f3322.org,2018-01-30,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-10,false,,,false,,true,2016-03-15,active,40%,false,,,true,2018-04-10,1
117.92.196.225,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,lygyczy.gnway.cc,2016-11-12,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-05,true,BigWolf,2018-03-12,false,,false,,,,false,,,true,2018-04-05,1
171.9.118.187,1,中国,河南,焦作,,,35.23904,113.238266,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-08,true,"Darkshell,DSL4",2017-10-15,false,,true,2018-03-08,active,40%,false,,,true,2017-08-17,1
117.68.193.119,2,中国,安徽,合肥,包河区,常青镇,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,hfhaiou.f3322.net,2018-03-08,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-11,true,CVE-2012-0158,2018-02-11,false,,true,2016-07-05,active,40%,false,,,true,2017-11-13,1
123.133.190.93,2,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-02-24,true,Gh0st,2018-01-14,false,,true,2018-02-24,active,40%,false,,,false,,1
117.90.213.111,2,中国,江苏,镇江,,,32.204402,119.452753,AS4134,false,false,,,境内家庭,1~20,dths.ipjl.net,2017-03-13,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-14,true,Aboc,2018-02-24,false,,true,2016-11-29,active,40%,false,,,true,2018-04-14,1
121.238.174.151,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,cszyfczy11.55555.io,2018-02-23,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-06,true,Trojan,2018-03-06,false,,true,2016-03-07,active,40%,false,,,false,,1
121.231.226.19,3,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-04,true,DSL4,2017-12-18,false,,true,2018-01-28,active,40%,false,,,true,2018-04-04,1
117.82.89.112,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,cssjsh.xicp.net,2017-05-13,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-24,true,PirateGames,2017-11-24,false,,true,2017-02-27,active,40%,false,,,false,,1
121.233.169.42,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-01-13,false,,,false,,true,2016-01-13,active,40%,false,,,false,,1
122.159.31.0,,中国,黑龙江,哈尔滨,,,45.756967,126.642464,AS4837,,,,,,,,,CHINA UNICOM China169 Backbone,,,,,,,,,,,,,,,,,0
124.161.170.0,,中国,四川,资阳,,,30.122211,104.641917,AS4837,,,,,,,,,CHINA UNICOM China169 Backbone,,,,,,,,,,,,,,,,,0
121.226.101.164,3,中国,江苏,南通,崇川区,,32.016212,120.864608,AS4134,false,false,,,境内家庭,1~20,ntsyhjc1.gnway.cc,2018-01-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-07,true,"BigWolf,DSL4,Artemis",2018-03-02,false,,true,2017-11-05,active,40%,false,,,true,2018-04-07,1
117.92.196.228,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,,lygklsm888.oicp.net,2016-10-18,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-08,true,BigWolf,2018-03-16,false,,true,2016-01-14,active,40%,false,,,true,2018-04-08,1
117.68.174.45,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,true,false,,,境内IDC,1~20,sywz2016.gnway.cc,2017-12-24,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,true,PirateGames,2017-10-16,false,,false,,,,false,,,true,2018-04-17,1
171.9.119.138,2,中国,河南,焦作,,,35.23904,113.238266,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-24,false,,,false,,true,2018-03-24,active,40%,false,,,true,2017-12-10,1
123.133.190.94,1,中国,山东,滨州,滨城区,赵店镇,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-01-28,false,,,false,,true,2018-01-28,active,40%,false,,,false,,1
117.68.193.153,2,中国,安徽,合肥,包河区,常青镇,31.86119,117.283042,AS4134,true,false,,,境内IDC,1~20,hfymdzkjyxgs.gicp.net,2018-02-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-11,true,Virut,2017-11-23,false,,true,2016-11-08,active,40%,false,,,true,2018-03-11,1
121.238.174.192,0,中国,江苏,苏州,常熟市,虞山镇,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,xlfzd.dahuaddns.com,2016-08-22,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-03-04,false,,,false,,true,2016-03-04,active,40%,false,,,false,,1
117.90.213.146,2,中国,江苏,镇江,京口区,,32.204402,119.452753,AS4134,false,false,,,境内家庭,,huya22.8800.org,2017-10-16,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-15,true,Aboc,2018-01-27,false,,true,2016-03-16,active,40%,true,2017-06-08,80%,true,2018-04-15,1
117.82.89.113,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,bftcsyxcd.ticp.net,2016-12-22,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-19,true,Artemis,2018-01-19,false,,true,2018-01-16,active,40%,false,,,false,,1
121.231.226.23,4,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,true,http,2018-03-16,境内家庭,1~20,mail8222.newchance.vip,2017-08-18,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-04,true,DSL4,2018-03-04,false,,true,2017-11-28,passive,40%,false,,,true,2018-01-29,1
121.233.169.44,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-12-19,false,,,false,,true,2016-12-19,active,40%,false,,,false,,1
122.159.41.0,,中国,黑龙江,哈尔滨,,,45.756967,126.642464,AS4837,,,,,,,,,CHINA UNICOM China169 Backbone,,,,,,,,,,,,,,,,,0
121.226.101.208,2,中国,江苏,南通,,,32.016212,120.864608,AS4134,true,false,,,境内IDC,1~20,www.wd123.date,2018-03-22,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-17,true,MsraMiner,2018-03-17,false,,false,,,,false,,,true,2018-03-15,1
117.92.196.251,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-07,true,BigWolf,2018-03-02,false,,true,2016-03-09,active,40%,false,,,true,2018-04-07,1
124.161.172.0,,中国,四川,资阳,,,30.122211,104.641917,AS4837,,,,,,,,,CHINA UNICOM China169 Backbone,,,,,,,,,,,,,,,,,0
171.11.141.159,2,中国,河南,焦作,武陟县,木城镇,35.23904,113.238266,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-03,true,DSL4,2017-12-07,false,,true,2018-03-03,active,40%,false,,,true,2017-07-26,1
117.68.174.48,2,中国,安徽,合肥,,,31.86119,117.283042,AS4134,true,false,,,境内IDC,,hfbgjc1.f3322.org,2017-11-01,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-07,false,,,false,,true,2017-10-30,active,40%,false,,,true,2018-04-07,1
121.238.174.196,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,true,false,,,境内IDC,1~20,changshuchanghuanco.dahuaddns.com,2017-11-06,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-06,true,TheOthers,2018-01-06,false,,true,2016-03-06,active,40%,false,,,false,,1
123.133.190.95,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,,kkwj3263.cnvpn.org,2017-09-03,CHINA UNICOM China169 Backbone,true,2018-04-08,true,Trojan,2017-07-05,false,,true,2018-04-08,passive,40%,false,,,false,,1
117.68.193.196,3,中国,安徽,合肥,包河区,常青镇,31.86119,117.283042,AS4134,false,true,http,2018-04-16,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-17,true,Virut,2017-11-12,false,,true,2017-05-11,active,40%,false,,,true,2017-12-17,1
117.90.213.147,3,中国,江苏,镇江,,,32.204402,119.452753,AS4134,false,false,,,境内家庭,1~20,zjlgjccamera.gicp.net,2016-06-08,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-10,true,Morto,2018-03-07,false,,true,2017-11-28,passive,80%,false,,,true,2018-04-10,1
117.82.89.125,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,zunjue668.dahuaddns.com,2016-11-22,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-22,true,Trojan,2018-02-21,false,,true,2016-11-19,active,40%,false,,,true,2018-03-22,1
121.233.169.60,0,中国,江苏,扬州,宝应县,射阳湖镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-08-24,false,,,false,,true,2016-08-24,active,40%,false,,,false,,1
122.159.214.0,,中国,黑龙江,哈尔滨,,,45.756967,126.642464,AS4837,,,,,,,,,CHINA UNICOM China169 Backbone,,,,,,,,,,,,,,,,,0
121.231.226.27,2,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,,mail8350.46rpf6.top,2017-10-03,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-15,true,Farfli,2018-03-12,false,,true,2017-01-28,active,40%,false,,,true,2018-04-15,1
121.226.161.194,4,中国,江苏,宿迁,泗阳县,城厢镇,33.945154,118.293328,AS4134,false,true,http,2017-06-15,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-16,true,TheOthers,2018-01-29,false,,true,2018-02-07,active,40%,false,,,true,2018-04-16,1
117.92.196.252,2,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,lyghczscl.oicp.net,2016-10-09,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-07,true,DarkKomet,2017-12-22,false,,true,2016-02-07,active,40%,false,,,true,2018-04-07,1
171.11.178.141,2,中国,河南,济源,,,35.090378,112.590047,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-11,false,,,false,,true,2018-02-18,active,40%,false,,,true,2018-03-11,1
117.68.174.50,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,true,false,,,境内IDC,,fdjjfzb.vigorddns.com,2018-01-07,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-20,true,Ramnit,2017-09-13,false,,true,2016-12-19,active,40%,false,,,true,2018-01-20,1
124.231.112.204,0,中国,湖南,郴州,桂阳县,城关镇,25.793589,113.032067,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-10-21,false,,,false,,true,2016-10-21,active,40%,false,,,false,,1
121.238.174.198,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,csbd.gnway.cc,2017-11-30,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-10-09,true,MyKings,2017-10-09,false,,true,2016-01-09,active,40%,false,,,false,,1
123.133.190.102,0,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2016-02-01,false,,,false,,true,2016-02-01,active,40%,false,,,false,,1
117.68.193.248,2,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,www.rzjxc.cn,2017-07-18,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-19,true,Flyboy,2017-12-19,false,,true,2016-11-21,active,40%,false,,,true,2017-11-28,1
117.82.89.204,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,true,false,,,境内IDC,1~20,170no81516.51mypc.cn,2017-11-30,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-03,false,,,false,,true,2018-01-03,active,40%,false,,,false,,1
117.90.213.151,3,中国,江苏,镇江,,,32.204402,119.452753,AS4134,false,false,,,境内家庭,1~20,zjdhqp.gnway.cc,2017-03-16,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-29,true,DSL4,2017-12-29,false,,true,2017-11-22,passive,40%,false,,,true,2017-12-07,1
122.159.218.0,,中国,黑龙江,哈尔滨,,,45.756967,126.642464,AS4837,,,,,,,,,CHINA UNICOM China169 Backbone,,,,,,,,,,,,,,,,,0
121.233.169.63,0,中国,江苏,扬州,,,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-12-12,false,,,false,,true,2016-12-12,active,40%,false,,,false,,1
121.231.226.50,3,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-13,true,"Zbot,Gh0st",2018-03-09,false,,true,2017-10-27,passive,40%,false,,,true,2018-03-13,1
121.226.161.220,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,true,http,2017-06-24,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-14,true,Farfli,2017-12-28,false,,true,2016-01-02,active,40%,true,2017-01-04,80%,true,2018-03-14,1
117.92.197.12,1,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,lygcnc.gicp.net,2016-08-05,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-17,true,Avzhan,2018-03-17,false,,true,2016-11-23,active,40%,false,,,true,2017-07-29,1
171.11.178.152,2,中国,河南,济源,,轵城镇,35.090378,112.590047,AS4134,false,false,,,境内家庭,1~20,xcyfsj.xicp.net,2015-07-09,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,false,,,false,,true,2018-04-15,active,40%,true,2016-12-29,80%,true,2018-04-17,1
117.68.174.51,2,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,,0551sto.imwork.net,2017-08-31,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-25,true,PirateGames,2017-12-05,false,,true,2015-12-21,active,40%,false,,,true,2018-03-25,1
124.231.148.6,2,中国,湖南,娄底,娄星区,,27.728136,112.008497,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-24,true,PirateGames,2017-09-16,false,,true,2018-02-24,active,40%,false,,,true,2018-02-15,1
121.238.174.208,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-02-10,false,,,false,,true,2016-02-10,active,40%,false,,,false,,1
123.133.190.120,0,中国,山东,滨州,滨城区,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,o1503781m5.iok.la,2016-11-20,CHINA UNICOM China169 Backbone,true,2017-04-25,true,Trojan,2017-04-25,false,,true,2016-11-06,passive,40%,false,,,false,,1
117.82.89.209,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,true,false,,,境内IDC,1~20,5a13cdf2.hanbang.org.cn,2017-10-19,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-02,false,,,false,,true,2018-02-02,active,40%,false,,,false,,1
117.68.194.55,3,中国,安徽,合肥,包河区,常青镇,31.86119,117.283042,AS4134,true,false,,,境内IDC,1~20,hfymdzkjyxgs.gicp.net,2017-12-23,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-11-22,true,Virut,2017-11-06,false,,true,2016-03-14,active,40%,true,2017-11-04,80%,true,2017-11-22,1
122.159.249.0,,中国,黑龙江,哈尔滨,,,45.756967,126.642464,AS4837,,,,,,,,,CHINA UNICOM China169 Backbone,,,,,,,,,,,,,,,,,0
117.90.213.197,3,中国,江苏,镇江,,,32.204402,119.452753,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,true,Aboc,2018-02-23,false,,true,2016-03-01,active,40%,true,2018-03-01,80%,true,2018-04-17,1
121.233.169.67,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-12-20,false,,,false,,true,2016-12-20,active,40%,false,,,false,,1
121.231.226.68,4,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-16,true,MinerdPool,2018-01-01,false,,true,2017-10-25,passive,80%,true,2017-11-29,80%,true,2018-04-16,1
121.226.165.145,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,true,true,http,2017-04-11,境内IDC,,srst.f3322.net,2017-12-15,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-19,true,MinerdPool,2017-12-23,false,,false,,,,false,,,true,2018-03-19,1
117.92.197.29,1,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,1a5240657i.iok.la,2016-10-23,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-08,true,"BigWolf,Avzhan",2018-03-08,false,,true,2016-03-16,active,40%,false,,,true,2017-07-27,1
117.68.174.56,1,中国,安徽,合肥,,,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,meiman.gnway.cc,2015-05-25,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-03-20,false,,,false,,true,2015-12-15,active,40%,false,,,true,2018-03-20,1
171.11.178.178,2,中国,河南,济源,,轵城镇,35.090378,112.590047,AS4134,true,false,,,境内IDC,1~20,hkdyf1688.gnway.cc,2018-03-29,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-17,false,,,false,,true,2018-04-15,active,40%,false,,,true,2018-04-17,1
124.231.149.228,0,中国,湖南,娄底,,,27.728136,112.008497,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-02-17,false,,,false,,true,2016-02-17,passive,40%,false,,,false,,1
123.133.190.133,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2017-11-20,true,CVE-2012-0158,2017-11-20,false,,true,2017-07-13,passive,80%,false,,,false,,1
117.82.100.112,1,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,steven922.meibu.net,2018-01-22,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-01,true,CVE-2012-0158,2017-12-01,false,,true,2017-03-20,active,40%,false,,,false,,1
121.238.205.7,2,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,4c11bf2a92ec.dahuaddns.com,2016-12-18,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-25,true,Zegost,2017-09-11,false,,true,2017-10-29,active,40%,false,,,true,2017-12-25,1
122.190.228.92,0,中国,湖北,荆州,,,30.326857,112.23813,AS4837,false,false,,,境内家庭,,,,CHINA UNICOM China169 Backbone,true,2016-12-21,false,,,false,,true,2016-12-21,active,40%,false,,,true,2016-11-23,1
117.68.194.76,3,中国,安徽,合肥,蜀山区,,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,hfyx9999.vicp.cc,2017-05-27,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-14,true,Zbot,2018-01-14,false,,true,2017-12-13,active,40%,false,,,true,2017-11-03,1
117.90.213.212,3,中国,江苏,镇江,,,32.204402,119.452753,AS4134,false,false,,,境内家庭,1~20,gt1611302.seccn.com,2017-01-27,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-02-26,true,Aboc,2018-02-26,false,,true,2018-01-06,active,40%,false,,,true,2018-02-25,1
121.233.169.73,1,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-10,false,,,false,,true,2016-05-09,active,40%,false,,,true,2018-04-10,1
121.231.226.84,3,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-01-18,true,Trojan,2018-01-18,false,,true,2017-12-31,active,40%,false,,,true,2018-01-01,1
117.92.197.37,3,中国,江苏,连云港,,,34.600018,119.178821,AS4134,false,false,,,境内家庭,1~20,vpslyg1.ticp.net,2017-03-02,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-06,true,Gh0st,2018-03-16,false,,true,2017-12-17,active,40%,false,,,true,2018-04-06,1
117.68.174.61,1,中国,安徽,合肥,肥东县,牌坊回族满族乡,31.86119,117.283042,AS4134,false,false,,,境内家庭,1~20,cygl.gnway.cc,2015-10-01,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-03,false,,,false,,true,2016-04-17,active,40%,false,,,true,2018-04-03,1
121.226.166.143,3,中国,江苏,宿迁,,,33.945154,118.293328,AS4134,false,true,http,2017-05-13,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-01,true,Farfli,2017-11-11,false,,true,2016-01-22,active,40%,false,,,true,2018-04-01,1
124.231.150.29,0,中国,湖南,娄底,,,27.728136,112.008497,AS4134,false,false,,,境内家庭,1~20,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-03-01,false,,,false,,true,2016-03-01,active,40%,false,,,false,,1
171.11.178.187,2,中国,河南,济源,,承留镇,35.090378,112.590047,AS4134,false,false,,,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-11,false,,,false,,true,2018-03-25,active,40%,false,,,true,2018-04-11,1
117.82.100.125,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,dkzj5487.cnvpn.org,2017-05-01,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2015-12-06,false,,,false,,true,2015-12-06,active,40%,false,,,false,,1
117.68.194.88,3,中国,安徽,合肥,蜀山区,,31.86119,117.283042,AS4134,false,true,http,2018-04-16,境内家庭,1~20,hfjjj.gicp.net,2017-07-25,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-12-05,true,Virut,2017-12-05,false,,true,2016-04-06,active,40%,false,,,true,2017-11-30,1
123.133.190.171,1,中国,山东,滨州,,,37.383542,118.016974,AS4837,false,true,http,2017-08-21,境内家庭,1~20,medelonbz01.3322.org,2015-06-17,CHINA UNICOM China169 Backbone,true,2017-10-14,true,PirateGames,2017-10-14,false,,true,2016-02-29,active,40%,false,,,false,,1
121.238.205.72,0,中国,江苏,苏州,,,31.299379,120.619585,AS4134,false,false,,,境内家庭,1~20,jjwjjxc.oicp.net,2016-06-26,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2017-06-18,true,Darkcloud,2017-06-18,false,,true,2017-05-04,active,40%,false,,,false,,1
122.195.148.190,1,中国,江苏,宿迁,,,33.945154,118.293328,AS4837,false,false,,,境内家庭,1~20,,,CHINA UNICOM China169 Backbone,true,2018-03-04,true,Gh0st,2018-03-04,false,,true,2017-03-03,passive,40%,false,,,false,,1
121.233.169.80,0,中国,江苏,扬州,宝应县,安宜镇,32.393159,119.421003,AS4134,false,false,,,境内家庭,,9002a9bd3c1d.dahuaddns.com,2016-05-24,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2016-02-16,false,,,false,,true,2016-02-16,active,40%,false,,,false,,1
117.90.213.225,2,中国,江苏,镇江,,,32.204402,119.452753,AS4134,false,false,,,境内家庭,1~20,www.12fxzvpn.com,2016-12-15,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-16,true,Aboc,2018-02-16,false,,true,2017-02-09,active,40%,false,,,true,2018-04-16,1
121.231.226.113,3,中国,江苏,常州,,,31.772752,119.946973,AS4134,false,true,http,2018-03-26,境内家庭,,,,"CHINANET-BACKBONE No.31,Jin-rong Street",true,2018-04-01,true,Artemis,2017-11-04,false,,true,2016-02-26,active,40%,false,,,true,2018-04-01,1
